debugnonce_start:  3000000000
Mining block template, height 828267...
header:  b'\x00\x00\x00 \xb92g\x89\x93`a\x9f\t\xbc\x18\x88\xfay\x9ag\t:/\xbb4+\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\xf8\xe8\xca\x98D\x17Ek\xd1nt\xd2\x84\x89\xaaa\xd3\xf5Vl\xe9\xe8\xcc\x85\x8e^\xcf\x94\xcf\x1c[A\xd6\x82\xbaeZ\x00\x04\x17\x00\x00\x00\x00'
3012000000   a0e5f20b1dc02644454f83e909ad2e4b718de569ae14ba205423265636186e41   00000000000000000004005a0000000000000000000000000000000000000000
3013000000   3ae5c88bb3c5b5295485592489a6493b2552f4bbcf181ad72c50b5461240e5d8   00000000000000000004005a0000000000000000000000000000000000000000
3014000000   bc88d8826aa3ba45673e60f026e0d69c1bdec719cc5dedd076f3432ae0fbd26c   00000000000000000004005a0000000000000000000000000000000000000000
3015000000   32baef22f9191184a227806c579cb9fde1b9ef2032c955cdc9ef0fbcc4c7856b   00000000000000000004005a0000000000000000000000000000000000000000
3016000000   99887a9fc32fca70f9a3187cfeb264ec2c29294d208b6f6ae441c77d9ef070b8   00000000000000000004005a0000000000000000000000000000000000000000
3017000000   46bc8cd86a2dec54587fa760190355e7890db7ab1c8dd1e5f7b25cda2cf45228   00000000000000000004005a0000000000000000000000000000000000000000
3018000000   01e6a0af278888461c1e5ff83de47899e3c01cfdf059e5209fff3b305d02ebf4   00000000000000000004005a0000000000000000000000000000000000000000
3019000000   8dce5513dc8358b4601a076019ded1dcfbf21de72ac3c365ea465cbfa27dbff6   00000000000000000004005a0000000000000000000000000000000000000000
3020000000   2ba4016e0c8be8177300051b45edc4fe4f7ff9ac4d815d589154dd6c4ebac1c0   00000000000000000004005a0000000000000000000000000000000000000000
3021000000   ce6a0b68c7dabf7095959dc65c650ad1996d598d747a81cc8455b3ad889cdc2f   00000000000000000004005a0000000000000000000000000000000000000000
3022000000   b73c8e5af652180345763294061ef9efa14cbe65c9b81e3ff1322d3ef56a90f5   00000000000000000004005a0000000000000000000000000000000000000000
3023000000   d8252044ff022b537abad2ab167567eff5505405790499f806313e5552c6196d   00000000000000000004005a0000000000000000000000000000000000000000
3024000000   575009c0dc0febb309a1d36349a694853cc26a93491d85ee1c0e9c016a34d943   00000000000000000004005a0000000000000000000000000000000000000000
3025000000   f89659651841930554f6ed8ac3b52277e98eeea0709772c5cabeffe26d9820d0   00000000000000000004005a0000000000000000000000000000000000000000
3026000000   db30c45c7926693615fbdcef09116947d5edc7a5fd05e6cecad833a50055bfb2   00000000000000000004005a0000000000000000000000000000000000000000
3027000000   d59f67442047114352b6dfa663179cc9015d1dcab043c522efbd6fefc8cf56ca   00000000000000000004005a0000000000000000000000000000000000000000
3028000000   e80473230c9f023cc1c69782773aa3dd9527f09950250bdc1432008b83c08e40   00000000000000000004005a0000000000000000000000000000000000000000
3029000000   72b284f95abd4541c84d21c8d4dc33bb674bbe33a6f3259d341dbc171168ae05   00000000000000000004005a0000000000000000000000000000000000000000
3030000000   16fd47237f94b947ba765349cd6fd20596fa6666dde70cebc3ae9cec460b9efb   00000000000000000004005a0000000000000000000000000000000000000000
3031000000   158ad38542e5bfbf9779898684eea5e23a54fcb058d82e3ed4ce223a5b6e52cc   00000000000000000004005a0000000000000000000000000000000000000000
3032000000   689ea94de1c7813fcbac11766e4f7d7a9a4ee81effdf2430359405a35880234c   00000000000000000004005a0000000000000000000000000000000000000000
3033000000   09e54382a5443dbfdde635e3da0e4559b95ff4d609f95ad8fa82b858b1dd9c55   00000000000000000004005a0000000000000000000000000000000000000000
3034000000   466218be8a70a7ed1aa37370a7330d2a9a539fe8f3f66f6bbb15005a9ff7196b   00000000000000000004005a0000000000000000000000000000000000000000
3035000000   a8de67388f653bd06e8f3283d7b2d7cec8f526e154020ff034d36554437d974d   00000000000000000004005a0000000000000000000000000000000000000000
3036000000   6e6bfcf7df6b3959dbf37c2802bd2d69e35380bae0d04f85b9b32397d1eeae57   00000000000000000004005a0000000000000000000000000000000000000000
3037000000   2b2b1b9d3bbc33f8bf1dd5161d0e5cb84f95e20fd04c579a5af4beeb4bd0445a   00000000000000000004005a0000000000000000000000000000000000000000
3038000000   1773ddf6038741f9e0987e30648fcd152eb8b0aee839f1076199be1b1b8d7771   00000000000000000004005a0000000000000000000000000000000000000000
3039000000   ebddad5dc4f83e24167b6838e44f701c5b2d546bdfb98f016e209c6bcf569871   00000000000000000004005a0000000000000000000000000000000000000000
3040000000   096f475d2922cf0403779195787f51760816ba6d32979d7ff7c5d4d886a79c4a   00000000000000000004005a0000000000000000000000000000000000000000
3041000000   2dcdeb4437832b108fa327526e0501539ba1b4fdff467369c033a60423d4509e   00000000000000000004005a0000000000000000000000000000000000000000
3042000000   f1e4a95401deda132bac15773be178f8f538149ccd43e76abbaef48810fa3b86   00000000000000000004005a0000000000000000000000000000000000000000
3043000000   fa4a5428bfad1679214c232d75b6a5e6b696210182759319e06617beb5c6f4c0   00000000000000000004005a0000000000000000000000000000000000000000
3044000000   0dbf02a73635c17b84fa84579b8d53bfe8d325e44fea28001443a9085dd5c328   00000000000000000004005a0000000000000000000000000000000000000000
3045000000   9ad7fe2fe92df1c0b303730159ef05cc7dab6ebcddb1bd3715e785be7afe0d17   00000000000000000004005a0000000000000000000000000000000000000000
3046000000   b39610a886aa0b86f49956e6a83a8e67941d991d9eefbe831de9eab718a9b607   00000000000000000004005a0000000000000000000000000000000000000000
3047000000   8f0041c388aad88c55ae2704b4930ed657c1ab6b86d54a78e53727491df7328e   00000000000000000004005a0000000000000000000000000000000000000000
3048000000   5e93741996790a637bb0b6906c036750c64e76a56e1f44ae2065266da94ad650   00000000000000000004005a0000000000000000000000000000000000000000
3049000000   56f65caf0d402ddc2e15667f88a7a866c1ee6d0523dcfd72c35637ce564a3844   00000000000000000004005a0000000000000000000000000000000000000000
3050000000   2fcdb390647a388d4074161f70e99c642fe99dd069aa974ef56372e42b7a87e2   00000000000000000004005a0000000000000000000000000000000000000000
3051000000   bdc3497e6556e82029ae019ea5adc03910aff34f9589039282e9c4a3bc2d8ce4   00000000000000000004005a0000000000000000000000000000000000000000
3052000000   8c3504676b546689bb86cd10da30263d12680222c85c525d2e4658213ebd95d5   00000000000000000004005a0000000000000000000000000000000000000000
3053000000   3bf08ab8ea905cbf0671143ce5237088d83fb895652eb5d792e3bf702d3aa060   00000000000000000004005a0000000000000000000000000000000000000000
3054000000   
